ZIPCODE,CAMIS,SCORE,Latitude,Longitude,CUISINE DESCRIPTION_Afghan,CUISINE DESCRIPTION_African,CUISINE DESCRIPTION_American,CUISINE DESCRIPTION_Armenian,CUISINE DESCRIPTION_Asian/Asian Fusion,CUISINE DESCRIPTION_Australian,CUISINE DESCRIPTION_Bagels/Pretzels,CUISINE DESCRIPTION_Bakery Products/Desserts,CUISINE DESCRIPTION_Bangladeshi,CUISINE DESCRIPTION_Barbecue,CUISINE DESCRIPTION_Basque,CUISINE DESCRIPTION_Bottled Beverages,CUISINE DESCRIPTION_Brazilian,CUISINE DESCRIPTION_Cajun,CUISINE DESCRIPTION_Californian,CUISINE DESCRIPTION_Caribbean,CUISINE DESCRIPTION_Chicken,CUISINE DESCRIPTION_Chilean,CUISINE DESCRIPTION_Chinese,CUISINE DESCRIPTION_Chinese/Cuban,CUISINE DESCRIPTION_Chinese/Japanese,CUISINE DESCRIPTION_Coffee/Tea,CUISINE DESCRIPTION_Continental,CUISINE DESCRIPTION_Creole,CUISINE DESCRIPTION_Creole/Cajun,CUISINE DESCRIPTION_Czech,CUISINE DESCRIPTION_Donuts,CUISINE DESCRIPTION_Eastern European,CUISINE DESCRIPTION_Egyptian,CUISINE DESCRIPTION_English,CUISINE DESCRIPTION_Ethiopian,CUISINE DESCRIPTION_Filipino,CUISINE DESCRIPTION_French,CUISINE DESCRIPTION_Frozen Desserts,CUISINE DESCRIPTION_Fruits/Vegetables,CUISINE DESCRIPTION_Fusion,CUISINE DESCRIPTION_German,CUISINE DESCRIPTION_Greek,CUISINE DESCRIPTION_Hamburgers,CUISINE DESCRIPTION_Hawaiian,CUISINE DESCRIPTION_Hotdogs,CUISINE DESCRIPTION_Hotdogs/Pretzels,CUISINE DESCRIPTION_Indian,CUISINE DESCRIPTION_Indonesian,CUISINE DESCRIPTION_Iranian,CUISINE DESCRIPTION_Irish,CUISINE DESCRIPTION_Italian,CUISINE DESCRIPTION_Japanese,CUISINE DESCRIPTION_Jewish/Kosher,"CUISINE DESCRIPTION_Juice, Smoothies, Fruit Salads",CUISINE DESCRIPTION_Korean,CUISINE DESCRIPTION_Latin American,CUISINE DESCRIPTION_Lebanese,CUISINE DESCRIPTION_Mediterranean,CUISINE DESCRIPTION_Mexican,CUISINE DESCRIPTION_Middle Eastern,CUISINE DESCRIPTION_Moroccan,CUISINE DESCRIPTION_New American,CUISINE DESCRIPTION_New French,CUISINE DESCRIPTION_Not Listed/Not Applicable,CUISINE DESCRIPTION_Nuts/Confectionary,CUISINE DESCRIPTION_Other,CUISINE DESCRIPTION_Pakistani,CUISINE DESCRIPTION_Pancakes/Waffles,CUISINE DESCRIPTION_Peruvian,CUISINE DESCRIPTION_Pizza,CUISINE DESCRIPTION_Polish,CUISINE DESCRIPTION_Portuguese,CUISINE DESCRIPTION_Russian,CUISINE DESCRIPTION_Salads,CUISINE DESCRIPTION_Sandwiches,CUISINE DESCRIPTION_Sandwiches/Salads/Mixed Buffet,CUISINE DESCRIPTION_Scandinavian,CUISINE DESCRIPTION_Seafood,CUISINE DESCRIPTION_Soul Food,CUISINE DESCRIPTION_Soups,CUISINE DESCRIPTION_Soups/Salads/Sandwiches,CUISINE DESCRIPTION_Southeast Asian,CUISINE DESCRIPTION_Southwestern,CUISINE DESCRIPTION_Spanish,CUISINE DESCRIPTION_Steakhouse,CUISINE DESCRIPTION_Tapas,CUISINE DESCRIPTION_Tex-Mex,CUISINE DESCRIPTION_Thai,CUISINE DESCRIPTION_Turkish,CUISINE DESCRIPTION_Vegan,CUISINE DESCRIPTION_Vegetarian,CRITICAL FLAG_Critical,CRITICAL FLAG_Not Applicable,CRITICAL FLAG_Not Critical,ACTION_Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,ACTION_Establishment re-opened by DOHMH.,ACTION_No violations were recorded at the time of this inspection.,ACTION_Violations were cited in the following area(s).,AVG COUNT,AVG FLAGS
10154.0,82681466,23.0,81.516328816598,-147.946490987042,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,11.5,0.5
10155.0,50114360,2.0,40.761396445211,-73.968194085107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
10158.0,100138316,25.0,81.49813763067,-147.951363422514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,1.0
10165.0,100088495,11.0,81.505050124104,-147.957323475586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.5,0.5
10167.0,150086896,30.0,122.26445726691901,-221.92704964002002,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.6666666666666666
10168.0,100115268,13.0,81.503188311082,-147.952899117718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.5,1.0
10169.0,842032027,166.0,692.82651280338,-1257.5911572618052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,6.0,0.0,11.0,0.0,0.0,0.0,17.0,9.764705882352942,0.35294117647058826
10171.0,50044559,9.0,40.756449218287,-73.974495081506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0
10172.0,100199708,13.0,81.511114625,-147.95027582306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6.5,0.5
10173.0,41225179,3.0,40.753861732582,-73.978513323124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
10176.0,41700974,9.0,40.755610292397,-73.979317671301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0
10177.0,40510335,11.0,40.755011197611,-73.975567640574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0
10178.0,131441152,36.0,122.25295565534701,-221.935456141992,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,0.6666666666666666
10179.0,91728950,7.0,81.511625953088,-147.954130569546,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.5,0.5
10271.0,173282531,37.0,162.83415562758,-296.04416316218,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,9.25,0.75
10279.0,50033231,9.0,40.712258329551,-74.007892389047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0
10280.0,1124801332,238.0,936.3520344538911,-1702.367049944972,0,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,1.0,9.0,0.0,0.0,1.0,22.0,10.347826086956522,0.5652173913043478
10281.0,774712316,136.0,651.422755891822,-1184.249500275489,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,10.0,0.0,6.0,0.0,0.0,0.0,16.0,8.5,0.625
10282.0,697982081,197.0,651.43751507875,-1184.244857574187,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.0,9.0,0.0,1.0,1.0,14.0,12.3125,0.375
10301.0,3840234522,1156.0,3332.173110417997,-6074.958273268441,0,1,18,0,0,0,2,2,0,2,0,0,0,0,0,1,3,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,4,1,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,1,2,0,0,0,38.0,0.0,44.0,0.0,2.0,0.0,80.0,14.097560975609756,0.4634146341463415
10302.0,3201801799,810.0,2722.155740280138,-4967.160458841224,0,0,7,0,1,0,0,2,0,1,0,0,0,0,0,1,2,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,2,0,0,0,2,14,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,34.0,0.0,33.0,0.0,1.0,0.0,66.0,12.08955223880597,0.5074626865671642
10303.0,1478402703,317.0,1300.070922842808,-2373.054487104784,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0.0,22.0,0.0,1.0,0.0,31.0,9.90625,0.3125
10304.0,2446036008,693.0,2071.341529098928,-3778.313816308653,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,33.0,0.0,18.0,0.0,1.0,0.0,50.0,13.588235294117647,0.6470588235294118
10305.0,3818953991,993.0,3329.078259138101,-6074.486445448958,0,0,9,0,1,0,1,5,0,1,0,0,0,1,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,5,0,0,0,0,0,0,6,0,0,0,11,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,41.0,0.0,41.0,0.0,1.0,0.0,81.0,12.109756097560975,0.5
10306.0,5451845293,1390.0,4625.19376213293,-8449.069725463116,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,11,0,0,5,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0,0,10,3,0,6,0,2,0,1,6,0,0,0,0,0,0,5,0,0,1,15,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,56.0,0.0,58.0,0.0,1.0,0.0,113.0,12.192982456140351,0.49122807017543857
10307.0,1471761004,364.0,1255.919724440014,-2301.433028420964,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.0,1.0,14.0,0.0,0.0,1.0,30.0,11.741935483870968,0.5161290322580645
10308.0,2248714027,549.0,1986.872245055856,-3633.370479392158,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23.0,0.0,26.0,0.0,0.0,0.0,49.0,11.204081632653061,0.46938775510204084
10309.0,3675669284,905.0,3161.438598778779,-5789.444073571787,0,0,18,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,6,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,36.0,0.0,42.0,0.0,0.0,0.0,78.0,11.602564102564102,0.46153846153846156
10310.0,2676229413,662.0,2315.987487178177,-4224.634430951763,0,0,13,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,4,2,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21.0,0.0,36.0,0.0,0.0,0.0,57.0,11.614035087719298,0.3684210526315789
10312.0,3405943769,867.0,2959.912765694657,-5414.715594473359,0,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,2,11,7,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,9,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36.0,0.0,37.0,0.0,1.0,0.0,72.0,11.876712328767123,0.4931506849315068
10314.0,7978363013,2099.0,6983.255902126722,-12754.518148568392,0,0,37,1,6,0,3,4,0,0,0,0,0,0,0,1,6,0,12,0,1,10,1,0,0,0,12,0,0,0,0,1,0,6,0,0,0,1,5,0,0,1,1,0,0,0,6,9,2,2,0,0,0,0,4,1,0,0,0,0,0,2,0,1,0,19,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,92.0,0.0,80.0,0.0,1.0,0.0,171.0,12.203488372093023,0.5348837209302325
10451.0,6670261663,1611.0,5960.289579097378,-10792.895515541913,0,3,56,0,0,0,2,2,0,0,0,1,0,0,0,5,7,0,12,0,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,5,2,0,4,1,0,0,0,0,3,0,0,2,0,0,0,1,66.0,2.0,78.0,1.0,2.0,2.0,141.0,11.034246575342467,0.4520547945205479
10452.0,4540945835,1273.0,3879.652729499927,-7022.408444180094,0,0,9,0,0,0,0,4,0,0,0,1,0,0,0,3,10,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,5,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,12,0,0,2,0,0,0,0,49.0,1.0,45.0,0.0,2.0,0.0,93.0,13.4,0.5157894736842106
10453.0,4203474649,1247.0,3635.950264474228,-6577.8335941832875,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,3,0,0,0,0,50.0,0.0,39.0,1.0,4.0,0.0,84.0,14.01123595505618,0.5617977528089888
10454.0,3486798280,922.0,3019.774514748857,-5470.154355812805,0,0,11,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,10,0,1,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,3,0,0,0,0,23.0,1.0,50.0,0.0,1.0,1.0,72.0,12.45945945945946,0.3108108108108108
10455.0,4665310430,1297.0,3959.108944544127,-7169.426691310016,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,1,8,0,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,4,0,11,0,0,12,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,4,0,0,2,0,0,0,0,0,8,0,0,2,0,0,0,0,39.0,1.0,57.0,0.0,5.0,0.0,92.0,13.371134020618557,0.4020618556701031
10456.0,3608706772,1117.0,3062.434862201282,-5543.256655632858,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,6,11,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,38.0,0.0,37.0,1.0,1.0,0.0,73.0,14.893333333333333,0.5066666666666667
10457.0,3692871715,984.0,3226.9696821846,-5837.96079862363,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,2,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,3,1,0,0,0,0,10,0,0,2,0,0,0,0,35.0,1.0,43.0,0.0,5.0,0.0,74.0,12.455696202531646,0.4430379746835443
10458.0,8448520198,2206.0,7272.928121837176,-13152.283816408912,0,2,25,0,1,0,0,7,0,1,0,1,0,0,0,1,7,0,16,0,0,13,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,16,2,0,2,0,10,0,3,12,1,0,0,0,0,0,3,0,0,0,22,0,0,0,0,5,2,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,90.0,2.0,86.0,0.0,1.0,2.0,175.0,12.393258426966293,0.5056179775280899
10459.0,3736236998,978.0,3225.045517642434,-5837.652255615956,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,2,10,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,45.0,2.0,32.0,1.0,5.0,1.0,72.0,12.379746835443038,0.569620253164557
10460.0,2997945580,863.0,2613.897777120132,-4728.409425401679,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,3,0,1,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,29.0,2.0,33.0,0.0,2.0,2.0,60.0,13.484375,0.453125
10461.0,6806699929,1850.0,5881.826969894008,-10633.25729333378,0,0,26,0,2,0,1,5,0,0,0,2,0,0,0,2,4,0,16,0,0,6,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,2,7,0,0,0,0,0,0,1,6,2,0,3,0,9,0,1,6,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0,0,3,2,0,0,0,76.0,1.0,67.0,0.0,5.0,1.0,138.0,12.847222222222221,0.5277777777777778
10462.0,6198476023,1712.0,5431.875485412613,-9823.281803445641,1,0,14,0,1,0,0,8,5,0,0,0,0,0,0,4,7,0,14,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,6,0,10,0,2,7,7,0,0,0,0,0,1,0,0,0,15,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,2,1,0,0,0,70.0,3.0,60.0,0.0,7.0,2.0,124.0,12.87218045112782,0.5263157894736842
10463.0,5333668851,1350.0,4619.649462358918,-8351.380262679633,0,0,20,0,2,0,2,3,0,0,0,0,0,0,0,0,5,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,1,0,0,0,2,3,5,0,0,8,0,0,7,1,0,0,0,0,0,4,0,1,0,13,0,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,1,2,0,0,0,59.0,1.0,53.0,0.0,3.0,1.0,109.0,11.946902654867257,0.5221238938053098
10464.0,1659120182,424.0,1511.475298971674,-2730.23272391988,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,0.0,16.0,0.0,1.0,0.0,36.0,11.45945945945946,0.5675675675675675
10465.0,3215943492,859.0,2816.916305605594,-5093.708228844699,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,3,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36.0,0.0,33.0,0.0,2.0,0.0,67.0,12.44927536231884,0.5217391304347826
10466.0,3946242410,1186.0,3434.822479039494,-6203.433874086294,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,32,7,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.0,1.0,41.0,0.0,3.0,1.0,80.0,14.289156626506024,0.5
10467.0,6500383861,1800.0,5558.812016765925,-10046.508822095424,0,2,6,0,0,0,0,4,1,0,0,0,0,1,0,14,9,0,21,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,4,0,9,0,0,8,0,0,0,0,0,0,5,0,1,0,21,0,0,0,0,5,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,71.0,2.0,63.0,0.0,1.0,2.0,133.0,13.235294117647058,0.5220588235294118
