ZIPCODE,CAMIS,SCORE,Latitude,Longitude,CUISINE DESCRIPTION_Afghan,CUISINE DESCRIPTION_African,CUISINE DESCRIPTION_American,CUISINE DESCRIPTION_Armenian,CUISINE DESCRIPTION_Asian/Asian Fusion,CUISINE DESCRIPTION_Australian,CUISINE DESCRIPTION_Bagels/Pretzels,CUISINE DESCRIPTION_Bakery Products/Desserts,CUISINE DESCRIPTION_Bangladeshi,CUISINE DESCRIPTION_Barbecue,CUISINE DESCRIPTION_Basque,CUISINE DESCRIPTION_Bottled Beverages,CUISINE DESCRIPTION_Brazilian,CUISINE DESCRIPTION_Cajun,CUISINE DESCRIPTION_Californian,CUISINE DESCRIPTION_Caribbean,CUISINE DESCRIPTION_Chicken,CUISINE DESCRIPTION_Chilean,CUISINE DESCRIPTION_Chinese,CUISINE DESCRIPTION_Chinese/Cuban,CUISINE DESCRIPTION_Chinese/Japanese,CUISINE DESCRIPTION_Coffee/Tea,CUISINE DESCRIPTION_Continental,CUISINE DESCRIPTION_Creole,CUISINE DESCRIPTION_Creole/Cajun,CUISINE DESCRIPTION_Czech,CUISINE DESCRIPTION_Donuts,CUISINE DESCRIPTION_Eastern European,CUISINE DESCRIPTION_Egyptian,CUISINE DESCRIPTION_English,CUISINE DESCRIPTION_Ethiopian,CUISINE DESCRIPTION_Filipino,CUISINE DESCRIPTION_French,CUISINE DESCRIPTION_Frozen Desserts,CUISINE DESCRIPTION_Fruits/Vegetables,CUISINE DESCRIPTION_Fusion,CUISINE DESCRIPTION_German,CUISINE DESCRIPTION_Greek,CUISINE DESCRIPTION_Hamburgers,CUISINE DESCRIPTION_Hawaiian,CUISINE DESCRIPTION_Hotdogs,CUISINE DESCRIPTION_Hotdogs/Pretzels,CUISINE DESCRIPTION_Indian,CUISINE DESCRIPTION_Indonesian,CUISINE DESCRIPTION_Iranian,CUISINE DESCRIPTION_Irish,CUISINE DESCRIPTION_Italian,CUISINE DESCRIPTION_Japanese,CUISINE DESCRIPTION_Jewish/Kosher,"CUISINE DESCRIPTION_Juice, Smoothies, Fruit Salads",CUISINE DESCRIPTION_Korean,CUISINE DESCRIPTION_Latin American,CUISINE DESCRIPTION_Lebanese,CUISINE DESCRIPTION_Mediterranean,CUISINE DESCRIPTION_Mexican,CUISINE DESCRIPTION_Middle Eastern,CUISINE DESCRIPTION_Moroccan,CUISINE DESCRIPTION_New American,CUISINE DESCRIPTION_New French,CUISINE DESCRIPTION_Not Listed/Not Applicable,CUISINE DESCRIPTION_Nuts/Confectionary,CUISINE DESCRIPTION_Other,CUISINE DESCRIPTION_Pakistani,CUISINE DESCRIPTION_Pancakes/Waffles,CUISINE DESCRIPTION_Peruvian,CUISINE DESCRIPTION_Pizza,CUISINE DESCRIPTION_Polish,CUISINE DESCRIPTION_Portuguese,CUISINE DESCRIPTION_Russian,CUISINE DESCRIPTION_Salads,CUISINE DESCRIPTION_Sandwiches,CUISINE DESCRIPTION_Sandwiches/Salads/Mixed Buffet,CUISINE DESCRIPTION_Scandinavian,CUISINE DESCRIPTION_Seafood,CUISINE DESCRIPTION_Soul Food,CUISINE DESCRIPTION_Soups,CUISINE DESCRIPTION_Soups/Salads/Sandwiches,CUISINE DESCRIPTION_Southeast Asian,CUISINE DESCRIPTION_Southwestern,CUISINE DESCRIPTION_Spanish,CUISINE DESCRIPTION_Steakhouse,CUISINE DESCRIPTION_Tapas,CUISINE DESCRIPTION_Tex-Mex,CUISINE DESCRIPTION_Thai,CUISINE DESCRIPTION_Turkish,CUISINE DESCRIPTION_Vegan,CUISINE DESCRIPTION_Vegetarian,CRITICAL FLAG_Critical,CRITICAL FLAG_Not Applicable,CRITICAL FLAG_Not Critical,ACTION_Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,ACTION_Establishment re-opened by DOHMH.,ACTION_No violations were recorded at the time of this inspection.,ACTION_Violations were cited in the following area(s).,AVG COUNT,AVG FLAGS
10011.0,17529936749,5247.0,15155.518674476629,-27527.88510768556,0,0,97,0,11,0,2,8,0,1,0,3,0,0,0,2,2,0,13,1,0,39,2,0,0,0,6,0,0,2,0,0,12,3,0,0,1,2,4,0,0,1,2,0,0,4,29,24,2,7,3,2,0,5,12,5,0,0,0,0,0,9,0,0,0,18,0,0,0,1,4,1,0,6,0,0,0,1,0,7,1,1,6,7,1,2,0,183.0,1.0,188.0,0.0,5.0,1.0,366.0,14.10483870967742,0.49193548387096775
10012.0,17768149986,4677.0,15516.69215950651,-28193.41821915694,0,0,90,0,7,3,2,11,0,0,0,4,1,0,0,1,1,0,4,0,0,48,0,0,0,0,1,1,1,2,1,1,12,10,0,1,0,0,1,0,1,0,8,1,0,2,40,26,1,9,2,2,0,11,7,2,2,0,0,2,1,8,0,0,0,13,0,0,0,1,3,1,0,6,0,0,0,2,0,3,0,1,5,5,3,4,6,213.0,2.0,166.0,0.0,8.0,2.0,371.0,12.275590551181102,0.5590551181102362
10013.0,20944484445,5374.0,18038.42524340601,-32782.90566853105,0,0,88,0,9,2,0,25,0,1,0,1,0,0,1,0,2,0,68,0,0,59,1,1,1,0,4,0,0,0,0,0,11,4,0,0,0,3,1,0,0,0,3,0,0,0,50,18,0,6,3,3,0,9,8,3,0,1,0,0,2,6,0,0,1,8,0,0,0,3,5,0,1,2,0,0,1,7,0,3,2,1,1,5,1,2,6,232.0,3.0,208.0,0.0,13.0,2.0,428.0,12.130925507900677,0.5237020316027088
10014.0,16580296823,4434.0,14460.558040350874,-26271.518737410064,0,2,110,0,4,2,1,9,0,1,0,7,2,0,0,0,3,0,7,0,0,27,2,0,0,0,2,1,1,1,0,1,22,2,0,0,0,4,1,1,1,0,2,0,0,3,32,17,0,3,3,2,0,8,9,0,0,1,1,1,0,7,0,0,2,18,0,0,1,2,1,0,0,7,0,1,0,0,0,4,1,3,8,2,0,0,2,180.0,2.0,173.0,0.0,4.0,1.0,350.0,12.490140845070423,0.5070422535211268
10016.0,16605974811,4283.0,14260.96494129353,-25893.217049895997,0,0,69,0,4,2,3,6,0,1,0,3,0,0,0,0,5,0,13,0,0,32,0,0,0,0,7,0,0,1,0,0,3,5,0,1,0,2,7,0,0,0,17,0,1,9,17,24,7,4,19,1,0,9,10,1,0,0,0,1,0,5,2,0,1,16,0,0,0,5,4,0,1,1,0,0,4,0,0,2,3,0,6,9,4,2,1,193.0,1.0,156.0,0.0,5.0,1.0,344.0,12.237142857142857,0.5514285714285714
10017.0,13155406772,3080.0,11329.333657752464,-20565.066138852373,0,2,78,0,9,0,1,4,0,0,0,0,1,0,0,1,2,0,2,0,1,39,3,0,0,0,8,1,0,0,0,0,2,0,0,0,1,2,4,1,1,0,3,0,0,2,15,18,5,2,0,0,0,3,4,0,0,1,0,0,0,3,0,0,0,13,0,0,0,5,10,7,0,4,0,0,5,0,0,3,6,0,2,2,1,1,0,156.0,1.0,121.0,0.0,2.0,1.0,275.0,11.079136690647482,0.5611510791366906
10018.0,16734296104,4299.0,14141.523006144618,-25674.11151213507,1,0,101,0,3,1,1,15,0,1,0,1,0,0,0,0,5,0,13,0,0,33,2,0,0,0,10,1,0,0,0,0,3,1,1,1,1,2,7,2,0,0,3,0,0,7,14,11,5,4,4,5,0,1,9,2,1,0,0,0,0,8,1,0,0,19,0,1,0,5,9,6,0,1,0,0,5,0,0,2,5,2,5,4,0,2,0,170.0,2.0,175.0,0.0,5.0,0.0,342.0,12.389048991354468,0.4899135446685879
10019.0,26754414837,6259.0,23357.9128074569,-42392.38027762624,1,0,198,0,5,0,2,7,0,0,0,1,4,0,0,1,5,0,13,0,2,37,1,0,0,0,6,2,0,1,0,0,13,4,0,0,0,6,5,2,0,0,11,1,0,11,39,35,1,6,5,6,0,10,20,0,0,0,0,0,0,14,0,0,2,25,0,0,4,7,11,4,0,4,0,1,8,1,0,3,5,0,7,11,3,0,2,271.0,9.0,293.0,0.0,5.0,9.0,559.0,10.923211169284468,0.47294938917975565
10020.0,1891673978,307.0,1630.397486196693,-2959.2268351301113,0,0,13,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16.0,1.0,23.0,0.0,0.0,1.0,39.0,7.675,0.4
10021.0,6197220991,1431.0,5422.291231489634,-9836.432642328866,1,0,32,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,5,0,0,19,0,0,0,0,2,1,0,1,0,1,7,1,0,0,0,1,1,0,0,0,2,0,0,2,17,10,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,3,0,0,1,0,0,1,1,0,0,0,0,3,2,1,0,0,62.0,0.0,71.0,0.0,3.0,0.0,130.0,10.759398496240602,0.46616541353383456
10022.0,17704339809,4386.0,15406.85420985017,-27960.4380164506,0,1,117,0,8,1,2,6,0,0,0,1,0,0,0,0,3,0,10,0,1,31,2,0,0,0,6,0,0,0,0,0,14,3,0,0,0,6,3,1,0,0,6,0,0,3,32,27,4,6,1,2,0,9,4,3,0,0,0,0,0,4,1,0,0,13,0,0,0,6,10,4,1,5,0,0,2,2,0,1,4,0,5,7,0,0,0,206.0,7.0,165.0,0.0,8.0,7.0,363.0,11.603174603174603,0.544973544973545
10023.0,8248417668,2002.0,7176.62778978644,-13020.700409310508,0,0,48,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,8,1,2,21,0,0,0,0,1,0,0,0,0,0,10,5,0,0,0,0,1,0,0,0,2,0,0,2,13,7,2,4,0,1,0,7,2,1,0,1,0,0,0,1,0,0,0,11,0,0,0,2,3,1,0,0,0,1,1,2,0,0,0,0,1,2,1,1,0,87.0,1.0,88.0,0.0,3.0,1.0,172.0,11.375,0.4943181818181818
10024.0,8327267898,2134.0,7219.018618403708,-13093.755998646691,0,0,28,0,7,1,3,5,0,0,0,2,0,0,0,0,2,0,9,0,2,13,0,0,0,0,3,1,0,0,0,0,9,4,0,0,0,1,4,0,0,0,4,0,0,3,15,10,6,4,0,2,0,6,2,1,0,1,0,0,0,0,0,0,0,9,0,0,0,1,3,1,0,2,0,0,0,0,0,2,0,0,4,3,0,3,1,91.0,0.0,86.0,0.0,1.0,0.0,176.0,12.056497175141242,0.5141242937853108
10025.0,9637444257,2835.0,8363.76105764567,-15163.299851280664,0,0,27,0,4,0,3,5,0,1,0,1,0,0,0,0,4,0,17,2,0,22,0,0,0,0,4,1,0,0,1,0,4,6,0,0,0,1,4,2,0,0,7,0,0,0,11,6,5,6,1,4,0,3,8,2,0,0,0,0,0,2,1,0,1,14,0,0,0,2,5,1,0,2,1,0,1,1,0,3,1,0,3,5,0,0,0,113.0,0.0,92.0,0.0,11.0,0.0,194.0,13.829268292682928,0.551219512195122
10026.0,2771221298,722.0,2407.373192340446,-4363.195285212407,0,4,10,0,0,0,1,3,0,0,0,0,0,0,0,1,5,0,3,0,0,5,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,26.0,1.0,32.0,0.0,2.0,0.0,57.0,12.23728813559322,0.4406779661016949
10027.0,6697705375,1670.0,5795.126527719757,-10501.429992778156,0,2,29,0,3,0,0,1,0,3,0,2,0,0,0,2,4,0,11,0,0,16,0,0,0,0,4,0,2,0,1,0,3,0,0,0,0,1,7,0,0,0,3,0,0,0,4,6,1,3,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,3,2,0,6,4,0,0,0,0,1,1,0,1,1,0,0,0,67.0,2.0,73.0,0.0,4.0,1.0,137.0,11.76056338028169,0.47183098591549294
10028.0,8411237726,2163.0,7258.220748643236,-13163.794224283343,0,0,35,0,1,0,4,5,0,0,0,0,0,0,0,0,3,0,8,0,1,17,0,0,0,0,4,1,0,0,0,0,8,6,0,0,2,0,2,0,1,0,2,0,0,6,16,10,7,2,0,1,0,2,2,2,0,1,0,0,0,1,0,0,0,9,0,0,0,2,5,1,0,1,0,1,0,0,0,0,0,0,4,4,1,0,0,97.0,1.0,80.0,0.0,2.0,1.0,175.0,12.151685393258427,0.5449438202247191
10029.0,8687057279,2362.0,7383.483328177397,-13383.966223094889,0,3,24,0,1,0,0,13,0,1,0,0,0,0,0,3,8,0,18,0,1,8,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,1,7,1,0,0,3,0,0,0,2,0,0,5,0,9,0,1,22,1,0,0,0,0,0,2,1,0,1,13,0,0,0,0,4,0,0,2,0,0,0,0,0,4,2,0,4,6,0,0,0,84.0,0.0,97.0,0.0,6.0,0.0,175.0,13.049723756906078,0.46408839779005523
10030.0,1208537941,323.0,1020.476636716599,-1848.566653774489,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,11.0,0.0,14.0,0.0,0.0,0.0,25.0,12.92,0.44
10031.0,5031177310,1322.0,4286.5916808074135,-7764.714673520771,0,0,19,0,4,0,0,3,0,0,0,1,0,0,0,1,2,0,9,0,0,7,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,0,0,4,3,0,3,0,7,0,0,7,2,0,0,0,0,0,1,0,0,0,7,0,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,4,2,0,0,0,55.0,0.0,50.0,0.0,1.0,0.0,104.0,12.59047619047619,0.5238095238095238
10032.0,4803554924,1470.0,4083.86396595631,-7394.0483599990985,0,0,13,0,2,0,1,8,0,1,0,0,0,0,0,1,5,0,6,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,13,0,0,8,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,2,1,0,1,0,0,0,0,0,10,0,0,2,4,0,0,0,52.0,0.0,48.0,1.0,2.0,0.0,97.0,14.7,0.52
10033.0,5080595387,1621.0,4370.904644684647,-7911.105891595948,0,0,9,0,0,0,0,6,0,0,0,1,0,0,0,0,4,0,10,0,0,5,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,5,0,13,0,1,4,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,3,0,0,2,0,0,0,0,0,11,0,1,2,2,0,0,0,56.0,0.0,51.0,0.0,2.0,0.0,105.0,15.149532710280374,0.5233644859813084
10034.0,4938428052,1397.0,4209.245443080188,-7613.875252899642,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,4,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,1,0,1,0,28,0,0,10,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,2,0,0,0,47.0,2.0,54.0,0.0,1.0,2.0,100.0,13.563106796116505,0.4563106796116505
10035.0,3584350545,1114.0,3019.265881482859,-5471.353622797458,0,2,10,0,0,0,1,2,0,0,0,0,0,0,0,5,5,0,7,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,2,0,3,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,2,0,0,0,30.0,1.0,43.0,0.0,0.0,1.0,73.0,15.054054054054054,0.40540540540540543
10036.0,24773682163,6331.0,21724.21155853933,-39435.10699852129,0,0,203,0,5,0,1,7,0,3,1,4,1,0,0,2,7,0,21,0,0,46,2,0,0,0,7,1,1,1,2,0,9,4,0,0,0,2,8,1,0,1,3,0,0,11,25,14,6,5,3,7,0,5,11,1,0,1,0,0,1,16,0,0,1,18,1,0,0,1,18,1,0,6,0,0,2,2,0,4,9,0,8,5,2,3,3,261.0,6.0,266.0,0.0,5.0,6.0,522.0,11.878048780487806,0.4896810506566604
10037.0,940530179,200.0,816.305836895493,-1478.796294635262,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,9.0,0.0,11.0,0.0,1.0,0.0,19.0,10.0,0.45
10038.0,7568288282,1767.0,6432.033594765923,-11692.84699304743,0,0,35,0,5,0,1,5,0,0,0,1,0,0,0,0,4,0,7,0,0,16,1,0,0,0,6,0,0,0,0,0,1,4,0,0,0,1,7,1,0,1,2,0,0,2,11,4,1,3,0,1,0,2,3,1,0,0,0,0,0,3,0,0,0,7,0,0,1,2,4,1,0,3,0,0,1,0,0,1,1,0,3,4,0,0,1,75.0,1.0,82.0,1.0,4.0,0.0,153.0,11.183544303797468,0.47468354430379744
10039.0,1081299367,296.0,938.95129513414,-1700.591920178039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,10.0,0.0,1.0,0.0,22.0,12.869565217391305,0.5652173913043478
10040.0,3412873137,1010.0,2901.030097569911,-5248.925334540067,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,17,0,0,6,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,37.0,1.0,33.0,0.0,4.0,0.0,67.0,14.225352112676056,0.5211267605633803
10041.0,100097080,24.0,81.407180400356,-148.019562491098,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.5
10044.0,633896676,184.0,529.879128455658,-961.371034924549,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,6.0,0.0,0.0,0.0,13.0,14.153846153846153,0.5384615384615384
10048.0,50052651,13.0,40.710023785916,-74.011463056842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0
10065.0,6764951701,1687.0,5951.634176527524,-10798.71143810234,0,0,34,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,2,2,1,0,0,3,0,0,0,16,8,0,6,1,1,1,1,2,1,0,0,0,0,0,2,0,0,0,10,0,0,0,1,6,1,0,1,0,0,1,0,0,0,1,0,3,2,1,1,1,70.0,1.0,75.0,0.0,3.0,1.0,142.0,11.554794520547945,0.4794520547945205
10069.0,100186352,30.0,81.552704856378,-147.97891403506497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0
10075.0,3937015469,1227.0,3424.917479997626,-6212.328751722616,0,0,15,0,4,0,2,2,0,1,0,0,0,0,0,1,0,0,3,0,2,8,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,11,5,2,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,44.0,0.0,40.0,0.0,3.0,0.0,81.0,14.607142857142858,0.5238095238095238
10103.0,41353418,10.0,40.760542065811,-73.976421114653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0
10105.0,190841713,54.0,163.046929970208,-295.91791987812803,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,13.5,0.25
10106.0,121328454,29.0,122.295431787523,-221.940951226977,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,9.666666666666666,0.6666666666666666
10111.0,315481972,49.0,285.31469775775497,-517.845888362271,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,0.42857142857142855
10112.0,732864269,170.0,611.381211566985,-1109.680383354225,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.0,8.0,0.0,0.0,0.0,15.0,11.333333333333334,0.4666666666666667
10115.0,41685153,7.0,40.811094482579,-73.964167591037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0
10118.0,550898736,97.0,448.230815333314,-813.832787645913,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0.0,5.0,0.0,0.0,0.0,11.0,8.818181818181818,0.5454545454545454
10119.0,273857969,52.0,244.535824280565,-443.91792786075,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,8.666666666666666,0.3333333333333333
10121.0,4115560835,365.0,3423.0442875191,-6215.316939968744,0,0,42,0,0,0,0,2,0,1,0,2,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,14.0,33.0,37.0,0.0,0.0,33.0,51.0,4.345238095238095,0.16666666666666666
10123.0,100121504,31.0,81.50304135267601,-147.98048112725502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,15.5,1.0
10128.0,5699074062,1865.0,4893.77488928637,-8874.111189262821,0,1,24,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,8,0,0,11,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,3,0,0,1,14,7,2,1,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,9,0,0,0,0,2,3,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,60.0,0.0,60.0,0.0,3.0,0.0,117.0,15.541666666666666,0.5
10151.0,50100458,6.0,40.763319168486,-73.973694652509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
10153.0,100165292,13.0,81.528026950348,-147.946377971614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.5,1.0
